,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
32,G_temp_sup-G_T_transv,453,244,827,2.6289999999999996,0.39,0.11800000000000001,0.026000000000000002,7,0.4
33,G_temp_sup-Lateral,1776,1121,5093,3.352,0.504,0.125,0.027000000000000003,27,1.8
34,G_temp_sup-Plan_polar,729,526,2272,3.77,0.769,0.094,0.021,3,0.5
35,G_temp_sup-Plan_tempo,1057,716,2270,2.8080000000000003,0.465,0.114,0.024,12,0.9
36,G_temporal_inf,3430,2180,9175,3.0589999999999997,0.722,0.132,0.031,62,4.6
37,G_temporal_middle,3028,1984,8263,3.155,0.5710000000000001,0.124,0.025,48,2.9
38,Lat_Fis-ant-Horizont,359,252,519,2.424,0.389,0.086,0.013999999999999999,1,0.2
39,Lat_Fis-ant-Vertical,282,211,443,2.295,0.395,0.09300000000000001,0.012,1,0.1
40,Lat_Fis-post,1475,985,2197,2.762,0.5479999999999999,0.099,0.017,7,1.0
41,Pole_occipital,4242,2607,6327,2.1630000000000003,0.659,0.14300000000000002,0.033,58,5.7
42,Pole_temporal,1866,1287,6151,3.322,0.769,0.136,0.031,30,2.2
43,S_calcarine,3067,2156,3665,1.942,0.615,0.139,0.033,34,4.0
44,S_central,3391,2326,4135,2.04,0.631,0.102,0.017,18,2.5
45,S_cingul-Marginalis,1212,842,1738,2.26,0.402,0.094,0.013000000000000001,6,0.7
46,S_circular_insula_ant,543,367,973,3.0980000000000003,0.488,0.083,0.015,2,0.3
47,S_circular_insula_inf,1315,856,2113,2.9410000000000003,0.579,0.078,0.011000000000000001,4,0.6
48,S_circular_insula_sup,1274,870,2078,2.745,0.494,0.099,0.018000000000000002,5,1.0
49,S_collat_transv_ant,1062,753,1767,2.583,0.47100000000000003,0.096,0.013000000000000001,5,0.6
50,S_collat_transv_post,480,323,651,2.306,0.251,0.141,0.031,5,0.6
51,S_front_inf,2292,1577,3717,2.4459999999999997,0.40700000000000003,0.111,0.021,18,1.9
52,S_front_middle,2876,1967,4254,2.336,0.382,0.113,0.02,21,2.4
53,S_front_sup,2224,1518,3814,2.479,0.518,0.106,0.019,16,1.8
54,S_interm_prim-Jensen,464,316,714,2.682,0.467,0.121,0.024,4,0.4
55,S_intrapariet&P_trans,2914,1961,4616,2.407,0.33899999999999997,0.107,0.018000000000000002,25,2.0
56,S_oc_middle&Lunatus,1198,812,1481,2.219,0.3,0.105,0.015,7,0.7
57,S_oc_sup&transversal,1609,1105,2188,2.259,0.342,0.109,0.016,12,1.1
58,S_occipital_ant,888,641,1321,2.385,0.342,0.105,0.015,7,0.5
59,S_oc-temp_lat,1430,976,2177,2.622,0.364,0.1,0.016,8,0.9
60,S_oc-temp_med&Lingual,1806,1233,2862,2.675,0.526,0.109,0.018000000000000002,11,1.4
61,S_orbital_lateral,582,403,779,2.324,0.43700000000000006,0.111,0.022000000000000002,3,0.5
62,S_orbital_med-olfact,846,588,1249,2.456,0.522,0.1,0.013999999999999999,5,0.5
63,S_orbital-H_Shaped,1873,1272,3364,2.66,0.521,0.12300000000000001,0.026000000000000002,20,2.1
64,S_parieto_occipital,2675,1763,3854,2.4730000000000003,0.396,0.12,0.019,27,2.2
65,S_pericallosal,1674,1045,1258,1.5819999999999999,0.513,0.132,0.021,28,1.2
66,S_postcentral,2607,1768,3524,2.254,0.384,0.10099999999999999,0.016,16,1.7
67,S_precentral-inf-part,1716,1178,2593,2.591,0.365,0.096,0.015,8,1.1
68,S_precentral-sup-part,1638,1116,2832,2.569,0.434,0.10099999999999999,0.016,9,1.2
69,S_suborbital,215,141,319,2.384,0.623,0.09300000000000001,0.009000000000000001,1,0.1
70,S_subparietal,1433,964,2105,2.468,0.39799999999999996,0.12300000000000001,0.027000000000000003,13,1.5
71,S_temporal_inf,1410,971,2139,2.639,0.413,0.102,0.013000000000000001,7,1.0
72,S_temporal_sup,6714,4583,10895,2.5780000000000003,0.41100000000000003,0.09699999999999999,0.015,41,4.3
73,S_temporal_transverse,362,237,573,2.7319999999999998,0.41200000000000003,0.113,0.015,3,0.2
