,Total Brain Volume,Total Intracranial Volume,Total Cortical Gray Matter Volume,Total White Matter Volume,Left Hemisphere Cortical Gray Matter Volume,Right Hemisphere Cortical Gray Matter Volume,Left Hemisphere White Matter Volume,Right Hemisphere White Matter Volume,Left Hemisphere Mean Cortical Gray Matter Thickness,Right Hemisphere Mean Cortical Gray Matter Thickness
0,1081093.0,1286072.856181,483196.34959799994,405470.240288,246883,237175,205855.425433,199614.814855,2.73886,2.68148
