,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
52,S_front_middle,1125,823,1771,2.351,0.41100000000000003,0.125,0.024,10,1.0
53,S_front_sup,2472,1744,4206,2.577,0.409,0.10099999999999999,0.017,14,1.6
54,S_interm_prim-Jensen,242,175,429,2.847,0.433,0.138,0.025,2,0.3
55,S_intrapariet&P_trans,2752,1913,3919,2.353,0.358,0.11599999999999999,0.02,20,2.3
56,S_oc_middle&Lunatus,1153,781,1518,2.1719999999999997,0.266,0.11699999999999999,0.019,10,0.9
57,S_oc_sup&transversal,1154,796,1676,2.415,0.308,0.106,0.015,8,0.8
58,S_occipital_ant,772,517,1366,2.5789999999999997,0.397,0.091,0.013000000000000001,5,0.5
59,S_oc-temp_lat,949,650,1502,2.594,0.38299999999999995,0.126,0.022000000000000002,11,0.8
60,S_oc-temp_med&Lingual,2073,1441,3901,2.765,0.452,0.11699999999999999,0.022000000000000002,21,1.7
61,S_orbital_lateral,284,187,385,2.26,0.28,0.109,0.021,1,0.3
62,S_orbital_med-olfact,663,493,1006,2.3819999999999997,0.5720000000000001,0.12,0.016,5,0.4
63,S_orbital-H_Shaped,1632,1158,3084,2.859,0.545,0.134,0.024,20,1.6
64,S_parieto_occipital,2265,1520,3426,2.546,0.48100000000000004,0.11699999999999999,0.021,20,2.1
65,S_pericallosal,1028,587,965,2.403,0.912,0.145,0.023,26,0.8
66,S_postcentral,2948,1948,4443,2.437,0.379,0.115,0.022000000000000002,30,2.6
67,S_precentral-inf-part,1723,1143,2695,2.722,0.38,0.10300000000000001,0.015,10,1.1
68,S_precentral-sup-part,1012,706,1732,2.548,0.361,0.09,0.015,6,0.7
69,S_suborbital,557,382,873,2.6919999999999997,0.573,0.11599999999999999,0.019,5,0.4
70,S_subparietal,1208,824,1997,2.645,0.39299999999999996,0.114,0.024,9,1.1
71,S_temporal_inf,2011,1364,3095,2.636,0.456,0.102,0.015,11,1.3
72,S_temporal_sup,5701,3830,9965,2.6860000000000004,0.42100000000000004,0.10099999999999999,0.018000000000000002,40,4.1
73,S_temporal_transverse,402,264,631,2.786,0.484,0.095,0.012,2,0.2
