,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
35,G_temp_sup-Plan_tempo,1106,739,2031,2.539,0.509,0.08900000000000001,0.013000000000000001,7,0.7
36,G_temporal_inf,2485,1673,7670,3.2030000000000003,0.691,0.135,0.038,48,3.9
37,G_temporal_middle,2516,1724,8548,3.2510000000000003,0.7190000000000001,0.145,0.035,48,3.8
38,Lat_Fis-ant-Horizont,328,230,456,2.202,0.315,0.1,0.013999999999999999,2,0.2
39,Lat_Fis-ant-Vertical,309,234,483,2.352,0.433,0.09699999999999999,0.01,1,0.1
40,Lat_Fis-post,1195,823,1566,2.388,0.293,0.121,0.026000000000000002,10,1.2
41,Pole_occipital,2207,1410,3418,2.142,0.508,0.141,0.032,31,2.9
42,Pole_temporal,1548,1129,6192,3.536,0.73,0.16699999999999998,0.06,35,3.8
43,S_calcarine,2759,1897,3475,1.995,0.499,0.11599999999999999,0.024,24,2.7
44,S_central,3522,2281,4226,2.105,0.5870000000000001,0.091,0.017,19,2.7
45,S_cingul-Marginalis,1392,954,2152,2.543,0.495,0.099,0.015,7,0.9
46,S_circular_insula_ant,616,419,1041,3.083,0.444,0.09,0.016,2,0.4
47,S_circular_insula_inf,1593,1085,2784,3.0380000000000003,0.713,0.091,0.016,6,1.2
48,S_circular_insula_sup,1863,1253,2871,2.7439999999999998,0.473,0.105,0.018000000000000002,9,1.5
49,S_collat_transv_ant,900,651,1609,2.675,0.498,0.10800000000000001,0.017,6,0.7
50,S_collat_transv_post,419,295,579,2.267,0.38,0.131,0.023,3,0.4
51,S_front_inf,1571,1089,2392,2.37,0.418,0.109,0.019,10,1.2
52,S_front_middle,1258,884,1907,2.283,0.371,0.114,0.018000000000000002,9,1.0
53,S_front_sup,3283,2257,5495,2.5669999999999997,0.429,0.111,0.02,29,2.7
54,S_interm_prim-Jensen,314,225,546,2.484,0.518,0.142,0.027999999999999997,4,0.4
55,S_intrapariet&P_trans,3296,2216,4443,2.2030000000000003,0.349,0.10300000000000001,0.016,23,2.2
56,S_oc_middle&Lunatus,724,494,953,2.312,0.408,0.128,0.024,7,0.6
57,S_oc_sup&transversal,1435,928,1883,2.356,0.364,0.109,0.019,10,1.1
58,S_occipital_ant,634,434,812,2.3480000000000003,0.406,0.12300000000000001,0.024,4,0.7
59,S_oc-temp_lat,680,478,1176,2.553,0.38,0.11800000000000001,0.025,6,0.7
60,S_oc-temp_med&Lingual,1987,1374,3436,2.62,0.495,0.12,0.025,19,1.9
61,S_orbital_lateral,349,236,487,2.458,0.35700000000000004,0.126,0.019,3,0.3
62,S_orbital_med-olfact,746,515,1079,2.66,0.7559999999999999,0.114,0.018000000000000002,5,0.5
63,S_orbital-H_Shaped,1608,1141,3150,2.8169999999999997,0.551,0.133,0.027000000000000003,21,1.7
64,S_parieto_occipital,1943,1335,2818,2.334,0.41200000000000003,0.109,0.019,15,1.5
65,S_pericallosal,1424,864,1738,2.338,0.9540000000000001,0.134,0.02,26,0.9
66,S_postcentral,2546,1727,3647,2.222,0.371,0.107,0.02,22,2.0
67,S_precentral-inf-part,1355,931,2322,2.6919999999999997,0.49200000000000005,0.1,0.016,7,0.9
68,S_precentral-sup-part,1634,1103,2465,2.5380000000000003,0.358,0.099,0.015,10,1.1
69,S_suborbital,582,421,975,2.605,0.556,0.11699999999999999,0.019,3,0.5
70,S_subparietal,1016,719,1723,2.426,0.5379999999999999,0.141,0.03,12,1.2
71,S_temporal_inf,1843,1260,2753,2.574,0.414,0.113,0.017,13,1.4
72,S_temporal_sup,5113,3471,8570,2.6189999999999998,0.433,0.10800000000000001,0.02,45,3.9
73,S_temporal_transverse,341,246,474,2.241,0.254,0.111,0.012,2,0.2
