,Total Brain Volume,Total Intracranial Volume,Total Cortical Gray Matter Volume,Total White Matter Volume,Left Hemisphere Cortical Gray Matter Volume,Right Hemisphere Cortical Gray Matter Volume,Left Hemisphere White Matter Volume,Right Hemisphere White Matter Volume,Left Hemisphere Mean Cortical Gray Matter Thickness,Right Hemisphere Mean Cortical Gray Matter Thickness
0,1143097.0,1477145.81826,530655.770212,397122.480034,266148,266431,197611.307373,199511.172661,2.6794700000000002,2.63558
