,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
52,S_front_middle,1692,1167,2881,2.593,0.39899999999999997,0.113,0.02,15,1.4
53,S_front_sup,3266,2232,6416,2.9589999999999996,0.44299999999999995,0.107,0.021,23,2.7
54,S_interm_prim-Jensen,537,362,749,2.513,0.41100000000000003,0.11800000000000001,0.02,4,0.5
55,S_intrapariet&P_trans,3134,2136,4743,2.57,0.384,0.132,0.023,37,3.1
56,S_oc_middle&Lunatus,1203,803,1553,2.246,0.41,0.122,0.026000000000000002,8,1.3
57,S_oc_sup&transversal,1625,1072,2388,2.4730000000000003,0.43200000000000005,0.131,0.024,18,1.8
58,S_occipital_ant,624,410,851,2.6069999999999998,0.39899999999999997,0.11,0.017,3,0.5
59,S_oc-temp_lat,1152,774,1604,2.62,0.418,0.126,0.025,11,1.2
60,S_oc-temp_med&Lingual,2053,1420,3655,2.786,0.585,0.102,0.018000000000000002,12,1.5
61,S_orbital_lateral,513,351,689,2.373,0.431,0.107,0.017,3,0.4
62,S_orbital_med-olfact,729,514,1137,2.559,0.804,0.11199999999999999,0.022000000000000002,5,0.6
63,S_orbital-H_Shaped,1386,980,2787,2.7569999999999997,0.6759999999999999,0.13,0.026000000000000002,16,1.5
64,S_parieto_occipital,3205,2108,4851,2.553,0.512,0.11699999999999999,0.022000000000000002,29,2.8
65,S_pericallosal,1556,965,1783,2.049,1.034,0.122,0.025,28,1.5
66,S_postcentral,3517,2328,5489,2.525,0.374,0.115,0.023,31,3.1
67,S_precentral-inf-part,1856,1252,3157,2.8480000000000003,0.501,0.099,0.018000000000000002,10,1.3
68,S_precentral-sup-part,1239,838,2152,2.952,0.39,0.08800000000000001,0.013000000000000001,5,0.7
69,S_suborbital,755,526,1294,2.608,0.6579999999999999,0.122,0.016,8,0.5
70,S_subparietal,1216,842,1707,2.449,0.415,0.125,0.027999999999999997,11,1.4
71,S_temporal_inf,1962,1340,3338,2.804,0.514,0.109,0.018000000000000002,13,1.5
72,S_temporal_sup,6234,4252,11146,2.7489999999999997,0.49,0.113,0.021,54,5.3
73,S_temporal_transverse,442,304,670,2.6310000000000002,0.43,0.12,0.015,3,0.3
