,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
25,G_pariet_inf-Supramar,2930,1827,7963,3.22,0.627,0.124,0.026000000000000002,44,3.1
26,G_parietal_sup,3074,1971,6989,2.7439999999999998,0.602,0.139,0.028999999999999998,54,3.4
27,G_postcentral,2743,1435,4769,2.496,0.684,0.11800000000000001,0.036000000000000004,35,4.1
28,G_precentral,3202,1580,7604,3.3710000000000004,0.5820000000000001,0.092,0.028999999999999998,48,3.6
29,G_precuneus,2821,1858,6659,2.825,0.485,0.129,0.026000000000000002,50,3.0
30,G_rectus,928,583,2516,2.718,0.687,0.11800000000000001,0.045,26,1.5
31,G_subcallosal,407,254,572,2.531,1.16,0.096,0.042,7,0.4
32,G_temp_sup-G_T_transv,511,309,1135,3.0810000000000004,0.483,0.13,0.032,6,0.6
33,G_temp_sup-Lateral,2344,1524,7868,3.5980000000000003,0.603,0.136,0.027000000000000003,39,2.6
34,G_temp_sup-Plan_polar,816,565,2400,3.65,0.7070000000000001,0.085,0.015,4,0.5
35,G_temp_sup-Plan_tempo,795,524,1727,2.929,0.376,0.084,0.011000000000000001,6,0.3
36,G_temporal_inf,3231,2142,9581,3.2489999999999997,0.792,0.14300000000000002,0.042,78,5.7
37,G_temporal_middle,2938,1970,9296,3.45,0.6609999999999999,0.132,0.028999999999999998,54,3.6
38,Lat_Fis-ant-Horizont,463,316,704,2.465,0.43700000000000006,0.087,0.01,2,0.2
39,Lat_Fis-ant-Vertical,297,200,470,2.688,0.348,0.1,0.011000000000000001,1,0.2
40,Lat_Fis-post,1532,1017,2354,2.958,0.47200000000000003,0.105,0.018000000000000002,10,1.2
41,Pole_occipital,4412,2684,5636,1.992,0.631,0.134,0.034,63,6.0
42,Pole_temporal,1976,1406,7752,3.638,0.807,0.156,0.042,43,3.6
43,S_calcarine,3703,2401,4635,2.144,0.596,0.135,0.031,47,4.6
44,S_central,3322,2241,3830,2.036,0.6509999999999999,0.115,0.026000000000000002,25,3.7
45,S_cingul-Marginalis,1582,1107,2592,2.481,0.457,0.12,0.021,15,1.5
46,S_circular_insula_ant,662,441,1040,3.0439999999999996,0.423,0.106,0.021,3,0.6
47,S_circular_insula_inf,1259,833,2176,3.2430000000000003,0.652,0.075,0.01,3,0.6
48,S_circular_insula_sup,1453,992,2429,3.037,0.49700000000000005,0.1,0.017,7,1.1
49,S_collat_transv_ant,874,556,1652,2.946,0.9390000000000001,0.105,0.024,7,0.7
50,S_collat_transv_post,486,336,659,2.647,0.5529999999999999,0.136,0.027000000000000003,4,0.7
51,S_front_inf,2226,1529,3654,2.6180000000000003,0.41600000000000004,0.115,0.021,18,2.0
52,S_front_middle,2474,1757,4188,2.592,0.43,0.11599999999999999,0.02,21,2.0
53,S_front_sup,3324,2257,6385,2.935,0.377,0.105,0.019,23,2.7
54,S_interm_prim-Jensen,657,459,990,2.6010000000000004,0.537,0.134,0.024,6,0.7
55,S_intrapariet&P_trans,3376,2264,5264,2.505,0.382,0.10300000000000001,0.016,24,2.3
56,S_oc_middle&Lunatus,940,642,1343,2.513,0.382,0.10400000000000001,0.02,5,0.8
57,S_oc_sup&transversal,1516,984,2227,2.537,0.36200000000000004,0.115,0.021,13,1.3
58,S_occipital_ant,553,395,1026,2.6860000000000004,0.345,0.11800000000000001,0.027999999999999997,5,0.6
59,S_oc-temp_lat,1729,1186,2652,2.636,0.409,0.105,0.019,13,1.4
60,S_oc-temp_med&Lingual,2475,1685,4092,2.7769999999999997,0.551,0.099,0.015,13,1.6
61,S_orbital_lateral,357,251,494,2.358,0.509,0.133,0.023,3,0.4
62,S_orbital_med-olfact,803,556,1185,2.435,0.596,0.09699999999999999,0.016,5,0.4
63,S_orbital-H_Shaped,1367,935,2735,2.9610000000000003,0.664,0.127,0.032,14,1.7
64,S_parieto_occipital,2768,1841,4326,2.6460000000000004,0.39399999999999996,0.11800000000000001,0.022000000000000002,28,2.5
65,S_pericallosal,1910,1152,1662,1.63,0.9129999999999999,0.11699999999999999,0.021,31,1.4
66,S_postcentral,3071,2076,4565,2.451,0.39399999999999996,0.107,0.019,22,2.5
67,S_precentral-inf-part,1643,1114,2694,2.8089999999999997,0.374,0.102,0.017,9,1.2
68,S_precentral-sup-part,1447,1029,2479,2.7969999999999997,0.316,0.09300000000000001,0.013000000000000001,6,0.9
69,S_suborbital,414,302,639,2.4819999999999998,0.55,0.127,0.019,4,0.3
70,S_subparietal,954,675,1954,2.844,0.483,0.14300000000000002,0.036000000000000004,15,1.3
71,S_temporal_inf,1510,1057,2443,2.6830000000000003,0.408,0.10400000000000001,0.013000000000000001,9,0.9
72,S_temporal_sup,6541,4447,11687,2.866,0.449,0.10400000000000001,0.018000000000000002,49,4.9
73,S_temporal_transverse,350,248,601,2.853,0.46399999999999997,0.10400000000000001,0.012,2,0.2
