,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
21,G_oc-temp_med-Lingual,2050,1234,2289,1.6969999999999998,0.578,0.135,0.039,29,3.5
22,G_oc-temp_med-Parahip,1121,706,2499,2.9539999999999997,0.915,0.121,0.034,12,1.5
23,G_orbital,2336,1583,6484,3.0660000000000003,0.764,0.162,0.043,47,4.5
24,G_pariet_inf-Angular,2876,1904,7210,2.7569999999999997,0.586,0.151,0.039,60,4.8
25,G_pariet_inf-Supramar,2345,1504,5158,2.906,0.5329999999999999,0.141,0.038,42,3.8
26,G_parietal_sup,3028,1909,5509,2.305,0.517,0.124,0.027000000000000003,42,3.2
27,G_postcentral,1715,893,2497,2.065,0.578,0.109,0.027000000000000003,23,1.8
28,G_precentral,2177,1266,4867,2.818,0.615,0.11900000000000001,0.033,26,3.2
29,G_precuneus,2230,1384,4404,2.455,0.607,0.125,0.028999999999999998,34,2.4
30,G_rectus,740,484,1669,2.4,0.8540000000000001,0.157,0.064,20,2.3
31,G_subcallosal,336,242,388,1.8730000000000002,0.9470000000000001,0.07,0.019,2,0.1
32,G_temp_sup-G_T_transv,534,288,989,2.569,0.423,0.11800000000000001,0.038,11,0.8
33,G_temp_sup-Lateral,1461,977,4156,3.175,0.461,0.135,0.027999999999999997,24,1.8
34,G_temp_sup-Plan_polar,790,509,1795,3.3,0.8370000000000001,0.10099999999999999,0.032,7,0.9
35,G_temp_sup-Plan_tempo,715,453,1526,2.7880000000000003,0.589,0.131,0.049,11,1.2
36,G_temporal_inf,1985,1321,5414,2.9760000000000004,0.667,0.147,0.044000000000000004,43,3.6
37,G_temporal_middle,3082,1983,8019,2.938,0.613,0.14,0.046,66,5.9
38,Lat_Fis-ant-Horizont,340,239,485,2.412,0.345,0.10400000000000001,0.012,2,0.2
39,Lat_Fis-ant-Vertical,123,85,221,2.799,0.249,0.102,0.012,1,0.1
40,Lat_Fis-post,1343,910,1911,2.532,0.518,0.102,0.018000000000000002,8,1.0
41,Pole_occipital,2745,1635,3782,2.109,0.684,0.149,0.042,44,4.9
42,Pole_temporal,1478,1007,5398,3.7039999999999997,0.708,0.15,0.040999999999999995,26,2.5
43,S_calcarine,1864,1303,1987,1.7209999999999999,0.614,0.11800000000000001,0.025,19,1.8
44,S_central,2624,1772,3089,1.9980000000000002,0.6890000000000001,0.099,0.016,15,1.8
45,S_cingul-Marginalis,947,653,1344,2.157,0.491,0.105,0.016,6,0.6
46,S_circular_insula_ant,394,279,751,3.015,0.643,0.10800000000000001,0.021,2,0.4
47,S_circular_insula_inf,1055,694,1716,2.927,0.741,0.085,0.016,4,0.8
48,S_circular_insula_sup,1142,766,1776,2.755,0.47100000000000003,0.106,0.021,6,1.1
49,S_collat_transv_ant,666,449,1233,3.01,0.8540000000000001,0.124,0.046,15,1.7
50,S_collat_transv_post,349,211,399,2.096,0.49700000000000005,0.159,0.03,5,0.5
51,S_front_inf,1625,1112,2423,2.405,0.451,0.133,0.028999999999999998,16,2.0
52,S_front_middle,1778,1270,2963,2.2969999999999997,0.441,0.127,0.026000000000000002,18,2.0
53,S_front_sup,1997,1364,3176,2.439,0.491,0.10400000000000001,0.017,13,1.5
54,S_interm_prim-Jensen,638,458,887,2.344,0.289,0.10800000000000001,0.012,4,0.4
55,S_intrapariet&P_trans,3401,2313,5029,2.202,0.39299999999999996,0.10800000000000001,0.018000000000000002,30,2.5
56,S_oc_middle&Lunatus,490,358,736,2.18,0.428,0.138,0.025,5,0.6
57,S_oc_sup&transversal,1132,773,1527,2.245,0.4,0.122,0.021,9,1.1
58,S_occipital_ant,551,370,661,2.23,0.385,0.11599999999999999,0.025,4,0.5
59,S_oc-temp_lat,667,468,1063,2.7030000000000003,0.4,0.11199999999999999,0.017,4,0.4
60,S_oc-temp_med&Lingual,1814,1241,2425,2.205,0.5489999999999999,0.094,0.013000000000000001,10,1.0
61,S_orbital_lateral,460,322,651,2.344,0.466,0.134,0.032,4,0.6
62,S_orbital_med-olfact,451,327,680,2.397,0.669,0.142,0.037000000000000005,7,0.6
63,S_orbital-H_Shaped,1252,863,2424,2.867,0.46799999999999997,0.14,0.037000000000000005,16,1.7
64,S_parieto_occipital,2329,1519,3108,2.2569999999999997,0.568,0.114,0.021,20,1.9
65,S_pericallosal,1161,688,819,1.735,0.672,0.128,0.022000000000000002,26,0.7
66,S_postcentral,2334,1584,3183,2.125,0.392,0.094,0.015,14,1.3
67,S_precentral-inf-part,1081,739,1751,2.6839999999999997,0.287,0.10300000000000001,0.016,7,0.8
68,S_precentral-sup-part,1356,915,1883,2.419,0.45299999999999996,0.08800000000000001,0.013000000000000001,6,0.7
69,S_suborbital,170,127,313,2.822,0.517,0.126,0.016,2,0.1
70,S_subparietal,1054,738,1720,2.465,0.493,0.127,0.023,9,1.1
71,S_temporal_inf,1029,718,1610,2.7110000000000003,0.493,0.10800000000000001,0.019,6,0.8
72,S_temporal_sup,5284,3635,9181,2.74,0.47600000000000003,0.111,0.019,42,4.2
73,S_temporal_transverse,268,183,408,2.605,0.434,0.145,0.018000000000000002,4,0.2
