,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
61,S_orbital_lateral,410,305,603,2.3280000000000003,0.508,0.14,0.028999999999999998,3,0.5
62,S_orbital_med-olfact,799,587,1099,2.336,0.5710000000000001,0.111,0.015,5,0.5
63,S_orbital-H_Shaped,1472,1033,2684,2.657,0.523,0.126,0.027000000000000003,17,1.6
64,S_parieto_occipital,2505,1701,3405,2.1830000000000003,0.402,0.11900000000000001,0.021,24,2.0
65,S_pericallosal,1285,782,1146,1.909,0.866,0.11900000000000001,0.021,21,0.9
66,S_postcentral,2120,1461,3051,2.175,0.35700000000000004,0.106,0.018000000000000002,19,1.5
67,S_precentral-inf-part,1486,1040,2440,2.59,0.374,0.1,0.017,8,1.0
68,S_precentral-sup-part,1226,869,1877,2.423,0.392,0.10300000000000001,0.016,6,0.9
69,S_suborbital,677,495,995,2.222,0.447,0.131,0.018000000000000002,7,0.5
70,S_subparietal,1059,717,1428,2.285,0.42200000000000004,0.122,0.027000000000000003,8,1.1
71,S_temporal_inf,1724,1238,2795,2.539,0.499,0.11800000000000001,0.02,15,1.5
72,S_temporal_sup,6293,4273,10360,2.544,0.419,0.10300000000000001,0.018000000000000002,49,4.3
73,S_temporal_transverse,393,282,624,2.4619999999999997,0.415,0.114,0.021,2,0.3
