,Total Brain Volume,Total Intracranial Volume,Total Cortical Gray Matter Volume,Total White Matter Volume,Left Hemisphere Cortical Gray Matter Volume,Right Hemisphere Cortical Gray Matter Volume,Left Hemisphere White Matter Volume,Right Hemisphere White Matter Volume,Left Hemisphere Mean Cortical Gray Matter Thickness,Right Hemisphere Mean Cortical Gray Matter Thickness
0,1123406.0,1530759.6928690001,489613.61606000003,409178.479472,242981,247313,204121.269379,205057.210093,2.53425,2.53967
