,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
64,S_parieto_occipital,2362,1609,3350,2.318,0.41200000000000003,0.11900000000000001,0.021,22,2.0
65,S_pericallosal,1376,829,1183,1.8840000000000001,0.713,0.126,0.018000000000000002,23,0.8
66,S_postcentral,2317,1569,3175,2.177,0.40700000000000003,0.102,0.016,16,1.4
67,S_precentral-inf-part,1532,1047,2258,2.526,0.40700000000000003,0.08900000000000001,0.012,6,0.8
68,S_precentral-sup-part,1156,787,1581,2.344,0.34700000000000003,0.087,0.01,4,0.5
69,S_suborbital,467,329,744,2.251,0.614,0.10800000000000001,0.013000000000000001,4,0.2
70,S_subparietal,1093,769,1813,2.474,0.486,0.13699999999999998,0.035,11,1.6
71,S_temporal_inf,1675,1136,2484,2.602,0.467,0.113,0.016,11,1.4
72,S_temporal_sup,6321,4286,10268,2.622,0.43200000000000005,0.10099999999999999,0.016,39,4.2
73,S_temporal_transverse,243,171,313,1.911,0.335,0.073,0.01,1,0.1
