,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
20,G_oc-temp_lat-fusifor,2451,1526,5907,2.895,0.5660000000000001,0.135,0.035,44,3.6
21,G_oc-temp_med-Lingual,3647,2292,6388,2.296,0.75,0.15,0.04,67,5.8
22,G_oc-temp_med-Parahip,1242,760,3124,3.091,0.763,0.10300000000000001,0.028999999999999998,14,1.2
23,G_orbital,3340,2204,8023,2.778,0.636,0.14,0.033,70,4.2
24,G_pariet_inf-Angular,3026,1903,7483,2.803,0.42100000000000004,0.135,0.027999999999999997,57,3.4
25,G_pariet_inf-Supramar,2745,1801,6521,2.86,0.467,0.126,0.027000000000000003,39,2.8
26,G_parietal_sup,2827,1777,5899,2.5789999999999997,0.42100000000000004,0.13,0.025,44,2.8
27,G_postcentral,2157,1233,3942,2.425,0.48700000000000004,0.11199999999999999,0.021,25,1.8
28,G_precentral,2623,1461,5674,2.8930000000000002,0.37799999999999995,0.096,0.018000000000000002,22,1.8
29,G_precuneus,3057,2031,6607,2.6319999999999997,0.473,0.142,0.03,57,3.6
30,G_rectus,811,542,1788,2.295,0.682,0.134,0.055,20,1.5
31,G_subcallosal,399,261,716,2.786,0.868,0.08,0.026000000000000002,2,0.3
32,G_temp_sup-G_T_transv,392,217,730,2.533,0.375,0.105,0.026000000000000002,5,0.3
33,G_temp_sup-Lateral,2048,1299,5476,3.0460000000000003,0.547,0.11800000000000001,0.022000000000000002,26,1.8
34,G_temp_sup-Plan_polar,887,618,2073,3.134,0.5770000000000001,0.083,0.019,4,0.6
35,G_temp_sup-Plan_tempo,846,561,1922,2.966,0.56,0.107,0.023,7,0.7
36,G_temporal_inf,2745,1744,7144,3.005,0.519,0.126,0.027000000000000003,44,2.7
37,G_temporal_middle,3143,2081,9095,3.1289999999999996,0.52,0.139,0.031,60,3.8
38,Lat_Fis-ant-Horizont,489,333,604,2.242,0.389,0.109,0.016,3,0.3
39,Lat_Fis-ant-Vertical,181,132,258,2.3680000000000003,0.484,0.125,0.015,1,0.1
40,Lat_Fis-post,1421,943,2048,2.488,0.39399999999999996,0.10099999999999999,0.018000000000000002,8,1.1
41,Pole_occipital,4418,2720,5903,2.026,0.5,0.138,0.033,60,5.9
42,Pole_temporal,1896,1264,6132,3.342,0.7090000000000001,0.133,0.032,26,2.6
43,S_calcarine,3008,2057,3623,2.084,0.511,0.132,0.028999999999999998,30,3.7
44,S_central,2712,1846,3150,2.016,0.534,0.096,0.016,14,1.8
45,S_cingul-Marginalis,1149,782,1649,2.261,0.386,0.105,0.017,8,0.8
46,S_circular_insula_ant,518,358,832,2.8280000000000003,0.435,0.107,0.02,2,0.5
47,S_circular_insula_inf,1268,817,1767,2.45,0.51,0.067,0.009000000000000001,3,0.5
48,S_circular_insula_sup,1438,974,2211,2.574,0.467,0.10099999999999999,0.018000000000000002,7,1.1
49,S_collat_transv_ant,1043,681,1834,2.968,0.71,0.121,0.024,11,1.1
50,S_collat_transv_post,600,406,734,2.285,0.342,0.135,0.026000000000000002,6,0.7
51,S_front_inf,2289,1561,3433,2.2030000000000003,0.47200000000000003,0.121,0.022000000000000002,22,2.0
52,S_front_middle,2812,1909,4132,2.1180000000000003,0.441,0.111,0.02,29,2.3
53,S_front_sup,2153,1481,3460,2.363,0.447,0.105,0.017,14,1.5
54,S_interm_prim-Jensen,572,410,737,2.214,0.315,0.10099999999999999,0.012,2,0.4
55,S_intrapariet&P_trans,2806,1937,4007,2.301,0.325,0.10800000000000001,0.016,22,1.9
56,S_oc_middle&Lunatus,1097,767,1479,2.279,0.369,0.114,0.024,7,1.1
57,S_oc_sup&transversal,1470,985,2045,2.3409999999999997,0.35700000000000004,0.114,0.017,11,1.1
58,S_occipital_ant,798,555,996,2.309,0.361,0.12,0.023,6,0.7
59,S_oc-temp_lat,1095,770,1630,2.479,0.48200000000000004,0.107,0.015,8,0.7
60,S_oc-temp_med&Lingual,2362,1630,3390,2.379,0.528,0.10300000000000001,0.017,13,1.6
61,S_orbital_lateral,553,384,686,2.079,0.37799999999999995,0.11900000000000001,0.025,3,0.6
62,S_orbital_med-olfact,661,469,945,2.312,0.617,0.109,0.015,4,0.4
63,S_orbital-H_Shaped,1560,1063,2766,2.573,0.528,0.12300000000000001,0.025,15,1.6
64,S_parieto_occipital,2699,1821,3836,2.381,0.415,0.11900000000000001,0.021,28,2.2
65,S_pericallosal,1571,990,1262,1.565,0.485,0.146,0.02,33,1.2
66,S_postcentral,2350,1597,3234,2.252,0.382,0.11199999999999999,0.018000000000000002,18,1.8
67,S_precentral-inf-part,1527,1048,2286,2.509,0.441,0.11199999999999999,0.016,11,1.1
68,S_precentral-sup-part,1126,758,1562,2.379,0.455,0.11599999999999999,0.019,9,0.9
69,S_suborbital,333,241,422,2.194,0.753,0.14300000000000002,0.02,4,0.3
70,S_subparietal,1235,856,1909,2.4859999999999998,0.413,0.125,0.025,10,1.3
71,S_temporal_inf,1534,1072,2156,2.362,0.426,0.113,0.018000000000000002,10,1.3
72,S_temporal_sup,7196,4971,11547,2.516,0.435,0.107,0.017,48,5.2
73,S_temporal_transverse,304,208,458,2.603,0.488,0.10800000000000001,0.013999999999999999,2,0.2
