,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
32,G_temp_sup-G_T_transv,551,331,986,2.434,0.359,0.10300000000000001,0.03,7,0.5
33,G_temp_sup-Lateral,2273,1422,6847,3.2760000000000002,0.595,0.129,0.025,34,2.3
34,G_temp_sup-Plan_polar,774,533,2086,3.335,0.61,0.126,0.026000000000000002,9,0.8
35,G_temp_sup-Plan_tempo,944,621,2081,2.947,0.531,0.10099999999999999,0.021,7,0.8
36,G_temporal_inf,2789,1823,6786,2.8,0.65,0.14300000000000002,0.032,60,3.5
37,G_temporal_middle,3152,2005,8925,3.097,0.523,0.133,0.027000000000000003,58,3.2
38,Lat_Fis-ant-Horizont,403,278,581,2.26,0.433,0.096,0.015,2,0.2
39,Lat_Fis-ant-Vertical,278,203,372,2.0340000000000003,0.466,0.111,0.013999999999999999,1,0.2
40,Lat_Fis-post,977,666,1256,2.424,0.42700000000000005,0.10099999999999999,0.021,6,0.8
41,Pole_occipital,2198,1306,3148,2.089,0.516,0.132,0.035,34,3.3
42,Pole_temporal,1771,1215,5650,3.2230000000000003,0.648,0.14,0.038,31,2.5
43,S_calcarine,3238,2158,3753,1.984,0.615,0.12300000000000001,0.026000000000000002,30,3.5
44,S_central,3197,2113,4011,2.162,0.581,0.09699999999999999,0.016,16,2.2
45,S_cingul-Marginalis,884,614,1280,2.244,0.405,0.125,0.025,11,0.9
46,S_circular_insula_ant,506,360,867,2.807,0.42,0.11,0.02,2,0.5
47,S_circular_insula_inf,1664,1094,2498,2.72,0.5670000000000001,0.086,0.016,6,1.4
48,S_circular_insula_sup,1484,1016,2138,2.585,0.46399999999999997,0.106,0.018000000000000002,7,1.2
49,S_collat_transv_ant,1218,833,1924,2.5380000000000003,0.539,0.111,0.016,11,0.7
50,S_collat_transv_post,706,488,937,2.262,0.444,0.127,0.025,5,0.8
51,S_front_inf,2862,1972,4320,2.293,0.442,0.11699999999999999,0.019,27,2.2
52,S_front_middle,1528,1070,2275,2.188,0.32299999999999995,0.11800000000000001,0.022000000000000002,14,1.2
53,S_front_sup,2721,1829,4372,2.459,0.41,0.10099999999999999,0.017,18,1.8
54,S_interm_prim-Jensen,474,328,601,2.245,0.342,0.11199999999999999,0.012,3,0.4
55,S_intrapariet&P_trans,3046,2076,4563,2.383,0.34700000000000003,0.11,0.018000000000000002,26,2.3
56,S_oc_middle&Lunatus,1245,857,1592,2.251,0.35700000000000004,0.121,0.02,10,1.1
57,S_oc_sup&transversal,1585,1072,2151,2.217,0.36200000000000004,0.121,0.019,14,1.2
58,S_occipital_ant,966,658,1696,2.555,0.441,0.11699999999999999,0.021,7,0.9
59,S_oc-temp_lat,978,668,1460,2.4459999999999997,0.424,0.125,0.021,9,0.8
60,S_oc-temp_med&Lingual,2289,1591,3983,2.7260000000000004,0.5710000000000001,0.10800000000000001,0.018000000000000002,15,1.7
61,S_orbital_lateral,460,328,657,2.274,0.43,0.128,0.023,4,0.4
62,S_orbital_med-olfact,686,483,1022,2.4619999999999997,0.505,0.11800000000000001,0.016,5,0.5
63,S_orbital-H_Shaped,1626,1153,2866,2.501,0.564,0.14,0.031,22,2.0
64,S_parieto_occipital,2693,1825,3979,2.436,0.442,0.11599999999999999,0.018000000000000002,23,2.0
65,S_pericallosal,1463,880,1148,1.715,0.7070000000000001,0.128,0.019,28,0.9
66,S_postcentral,2560,1752,3754,2.3680000000000003,0.45899999999999996,0.13,0.024,24,2.6
67,S_precentral-inf-part,1489,1025,2311,2.464,0.384,0.096,0.013999999999999999,9,0.9
68,S_precentral-sup-part,1069,754,1553,2.431,0.332,0.087,0.012,4,0.6
69,S_suborbital,775,572,1267,2.484,0.503,0.122,0.018000000000000002,7,0.7
70,S_subparietal,1348,931,1988,2.336,0.409,0.11900000000000001,0.021,11,1.3
71,S_temporal_inf,1907,1311,2624,2.3209999999999997,0.45799999999999996,0.11,0.018000000000000002,13,1.4
72,S_temporal_sup,6678,4515,10735,2.555,0.436,0.10099999999999999,0.017,44,4.7
73,S_temporal_transverse,400,277,545,2.239,0.441,0.109,0.012,3,0.2
