,Total Brain Volume,Total Intracranial Volume,Total Cortical Gray Matter Volume,Total White Matter Volume,Left Hemisphere Cortical Gray Matter Volume,Right Hemisphere Cortical Gray Matter Volume,Left Hemisphere White Matter Volume,Right Hemisphere White Matter Volume,Left Hemisphere Mean Cortical Gray Matter Thickness,Right Hemisphere Mean Cortical Gray Matter Thickness
0,1198739.0,1537334.892231,514483.264042,441236.834596,259616,256058,221026.025167,220210.809429,2.59386,2.54723
