,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
22,G_oc-temp_med-Parahip,1450,913,4295,3.5,0.818,0.11199999999999999,0.032,16,1.6
23,G_orbital,2441,1720,8265,3.342,0.653,0.153,0.040999999999999995,57,4.0
24,G_pariet_inf-Angular,2880,1860,9004,3.346,0.595,0.15,0.031,66,3.4
25,G_pariet_inf-Supramar,3314,2190,10480,3.3160000000000003,0.659,0.133,0.027000000000000003,60,3.3
26,G_parietal_sup,2981,1931,7425,2.747,0.67,0.15,0.051,70,7.2
27,G_postcentral,2660,1406,4383,2.365,0.6829999999999999,0.12,0.046,46,5.5
28,G_precentral,3219,1830,6983,2.7969999999999997,0.8240000000000001,0.126,0.044000000000000004,54,6.2
29,G_precuneus,2777,1811,7233,2.926,0.573,0.138,0.033,52,3.5
30,G_rectus,812,604,2486,2.758,0.758,0.14400000000000002,0.038,19,1.2
31,G_subcallosal,432,257,647,2.476,0.894,0.09699999999999999,0.054000000000000006,7,0.6
32,G_temp_sup-G_T_transv,531,302,1182,2.918,0.42100000000000004,0.114,0.017,6,0.3
33,G_temp_sup-Lateral,2337,1460,7728,3.62,0.7090000000000001,0.121,0.025,37,2.4
34,G_temp_sup-Plan_polar,887,573,2298,3.367,0.637,0.071,0.011000000000000001,3,0.4
35,G_temp_sup-Plan_tempo,1017,677,2304,3.01,0.529,0.084,0.012,5,0.6
36,G_temporal_inf,2410,1565,6623,3.179,0.7959999999999999,0.136,0.035,47,3.4
37,G_temporal_middle,3864,2425,12871,3.556,0.794,0.128,0.03,77,4.9
38,Lat_Fis-ant-Horizont,476,339,723,2.655,0.528,0.094,0.012,2,0.2
39,Lat_Fis-ant-Vertical,23,16,61,3.299,0.20600000000000002,0.040999999999999995,0.005,0,0.0
40,Lat_Fis-post,1720,1139,2851,2.9960000000000004,0.446,0.111,0.024,15,1.6
41,Pole_occipital,4289,2490,5824,2.115,0.5720000000000001,0.136,0.036000000000000004,61,6.3
42,Pole_temporal,1772,1238,6770,3.552,0.845,0.14800000000000002,0.048,32,3.6
43,S_calcarine,2907,1970,3924,2.329,0.598,0.12,0.025,25,2.9
44,S_central,2861,1917,3256,1.98,0.614,0.1,0.017,18,2.0
45,S_cingul-Marginalis,1178,819,2022,2.65,0.359,0.11800000000000001,0.02,10,1.0
46,S_circular_insula_ant,568,388,996,3.3,0.441,0.11699999999999999,0.024,3,0.6
47,S_circular_insula_inf,1347,871,2107,2.945,0.66,0.08199999999999999,0.011000000000000001,6,0.6
48,S_circular_insula_sup,1484,1009,2460,2.85,0.44299999999999995,0.10099999999999999,0.016,7,1.0
49,S_collat_transv_ant,965,682,1810,2.891,0.602,0.115,0.023,9,1.0
50,S_collat_transv_post,615,420,884,2.657,0.46799999999999997,0.145,0.034,6,0.9
51,S_front_inf,2458,1680,4106,2.678,0.39899999999999997,0.11,0.021,20,1.8
52,S_front_middle,2601,1820,4291,2.484,0.39799999999999996,0.113,0.022000000000000002,20,2.2
53,S_front_sup,3387,2304,6798,2.9819999999999998,0.42700000000000005,0.10800000000000001,0.019,27,2.8
54,S_interm_prim-Jensen,261,193,641,2.801,0.672,0.125,0.013999999999999999,3,0.2
55,S_intrapariet&P_trans,3836,2632,6189,2.637,0.46399999999999997,0.12300000000000001,0.022000000000000002,39,3.8
56,S_oc_middle&Lunatus,1520,1043,2179,2.517,0.44799999999999995,0.11699999999999999,0.022000000000000002,10,1.4
57,S_oc_sup&transversal,1875,1246,3160,2.722,0.455,0.114,0.019,14,1.5
58,S_occipital_ant,699,481,1490,2.983,0.455,0.105,0.019,6,0.4
59,S_oc-temp_lat,1160,846,2437,2.9739999999999998,0.375,0.092,0.013999999999999999,6,0.7
60,S_oc-temp_med&Lingual,2381,1683,3989,2.659,0.628,0.10300000000000001,0.016,15,1.5
61,S_orbital_lateral,767,555,1238,2.4819999999999998,0.479,0.121,0.02,7,0.6
62,S_orbital_med-olfact,834,581,1194,2.2319999999999998,0.6890000000000001,0.128,0.037000000000000005,11,1.5
63,S_orbital-H_Shaped,1435,958,2810,3.108,0.5379999999999999,0.11800000000000001,0.025,13,1.4
64,S_parieto_occipital,2494,1697,4279,2.8939999999999997,0.434,0.121,0.02,22,2.0
65,S_pericallosal,1614,1007,1465,1.834,0.8,0.12300000000000001,0.018000000000000002,26,0.9
66,S_postcentral,2906,2109,4649,2.516,0.387,0.124,0.023,26,2.9
67,S_precentral-inf-part,1616,1116,2902,2.943,0.369,0.096,0.016,10,1.0
68,S_precentral-sup-part,1640,1142,2921,2.801,0.429,0.113,0.022000000000000002,14,1.6
69,S_suborbital,323,222,522,2.7060000000000004,0.753,0.102,0.012,2,0.2
70,S_subparietal,1555,1071,2746,2.642,0.475,0.126,0.026000000000000002,18,1.7
71,S_temporal_inf,1264,892,2065,2.7769999999999997,0.529,0.113,0.015,8,1.0
72,S_temporal_sup,7926,5427,14700,2.9960000000000004,0.48,0.10300000000000001,0.016,59,5.5
73,S_temporal_transverse,409,300,727,3.0210000000000004,0.593,0.10400000000000001,0.012,2,0.2
