,Total Brain Volume,Total Intracranial Volume,Total Cortical Gray Matter Volume,Total White Matter Volume,Left Hemisphere Cortical Gray Matter Volume,Right Hemisphere Cortical Gray Matter Volume,Left Hemisphere White Matter Volume,Right Hemisphere White Matter Volume,Left Hemisphere Mean Cortical Gray Matter Thickness,Right Hemisphere Mean Cortical Gray Matter Thickness
0,1371239.0,1834835.4343110002,579166.4326810001,547779.042215,291425,289701,273104.834437,274674.207778,2.62949,2.61346
