,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
0,G&S_frontomargin,1081,735,1863,2.342,0.493,0.155,0.042,22,1.9
1,G&S_occipital_inf,1753,1137,3952,2.875,0.649,0.151,0.035,26,2.4
2,G&S_paracentral,1458,792,2417,2.526,0.518,0.10099999999999999,0.024,13,1.4
3,G&S_subcentral,1469,983,3276,3.0180000000000002,0.376,0.136,0.026000000000000002,20,1.5
4,G&S_transv_frontopol,1454,975,3207,2.588,0.575,0.159,0.04,32,2.8
5,G&S_cingul-Ant,4104,2750,7850,2.737,0.546,0.125,0.026000000000000002,51,4.2
6,G&S_cingul-Mid-Ant,1551,1052,3061,2.9139999999999997,0.389,0.10800000000000001,0.019,13,1.1
7,G&S_cingul-Mid-Post,1443,972,2754,2.738,0.45899999999999996,0.129,0.028999999999999998,16,1.6
8,G_cingul-Post-dorsal,929,587,2162,2.8339999999999996,0.645,0.165,0.046,22,1.5
9,G_cingul-Post-ventral,373,237,858,2.553,0.8859999999999999,0.153,0.044000000000000004,8,0.5
10,G_cuneus,2372,1591,3107,1.788,0.532,0.155,0.035,37,3.3
11,G_front_inf-Opercular,1688,1124,4136,2.889,0.488,0.131,0.027000000000000003,28,1.8
12,G_front_inf-Orbital,808,506,1915,2.7969999999999997,0.589,0.139,0.027000000000000003,14,0.8
13,G_front_inf-Triangul,1421,950,3044,2.548,0.36700000000000005,0.147,0.033,27,2.0
14,G_front_middle,4902,3201,11938,2.78,0.52,0.14300000000000002,0.033,85,6.8
15,G_front_sup,9184,5859,22140,2.9619999999999997,0.54,0.13,0.03,142,10.8
16,G_Ins_lg&S_cent_ins,687,468,1597,3.283,0.81,0.128,0.035,10,0.8
17,G_insular_short,943,607,2822,3.321,0.593,0.157,0.06,26,2.3
18,G_occipital_middle,3695,2427,8087,2.609,0.535,0.157,0.039,78,5.5
19,G_occipital_sup,1843,1139,3241,2.283,0.62,0.135,0.03,27,2.2
20,G_oc-temp_lat-fusifor,1678,1108,4058,2.7119999999999997,0.669,0.15,0.051,32,3.9
21,G_oc-temp_med-Lingual,3114,2149,5046,2.008,0.732,0.154,0.042,49,5.2
