,structure_name,number_of_vertices,surface_area_mm^2,gray_matter_volume_mm^3,average_thickness_mm,thickness_stddev_mm,integrated_rectified_mean_curvature_mm^-1,integrated_rectified_gaussian_curvature_mm^-2,folding_index,intrinsic_curvature_index
20,G_oc-temp_lat-fusifor,2276,1535,5346,2.852,0.5539999999999999,0.14400000000000002,0.034,44,3.2
21,G_oc-temp_med-Lingual,3698,2382,5982,2.104,0.687,0.155,0.042,62,6.1
22,G_oc-temp_med-Parahip,1504,968,4465,3.428,0.758,0.121,0.032,18,1.9
23,G_orbital,3127,2028,7332,2.698,0.706,0.152,0.047,68,5.9
24,G_pariet_inf-Angular,2698,1744,6245,2.702,0.5539999999999999,0.135,0.027999999999999997,48,3.0
25,G_pariet_inf-Supramar,2918,1892,6919,2.927,0.5820000000000001,0.15,0.036000000000000004,55,4.4
26,G_parietal_sup,3377,2164,6996,2.487,0.578,0.133,0.03,55,4.1
27,G_postcentral,2881,1621,5169,2.331,0.691,0.121,0.047,58,5.6
28,G_precentral,3797,2006,9066,3.153,0.69,0.098,0.026000000000000002,53,4.3
29,G_precuneus,3069,2000,6798,2.679,0.532,0.136,0.03,51,3.4
30,G_rectus,1085,719,2571,2.614,0.685,0.146,0.038,29,1.6
31,G_subcallosal,797,503,1652,2.9619999999999997,0.79,0.121,0.062,12,1.4
32,G_temp_sup-G_T_transv,754,434,1317,2.44,0.43700000000000006,0.10300000000000001,0.024,8,0.7
33,G_temp_sup-Lateral,2552,1544,6880,3.049,0.632,0.115,0.026000000000000002,37,2.6
34,G_temp_sup-Plan_polar,752,514,1996,3.3510000000000004,0.649,0.076,0.019,3,0.5
35,G_temp_sup-Plan_tempo,902,581,1621,2.4290000000000003,0.53,0.084,0.013000000000000001,5,0.6
36,G_temporal_inf,2570,1725,7396,3.0860000000000003,0.667,0.156,0.046,62,5.0
37,G_temporal_middle,3691,2442,10636,3.105,0.6829999999999999,0.142,0.032,71,4.6
38,Lat_Fis-ant-Horizont,407,269,499,2.05,0.369,0.09300000000000001,0.016,2,0.2
39,Lat_Fis-ant-Vertical,465,321,770,2.6430000000000002,0.479,0.11800000000000001,0.02,4,0.4
40,Lat_Fis-post,1134,752,1411,2.48,0.446,0.114,0.021,8,1.0
41,Pole_occipital,2562,1480,3560,2.2319999999999998,0.5429999999999999,0.139,0.033,40,3.3
42,Pole_temporal,1630,1138,5885,3.465,0.733,0.154,0.045,33,2.8
43,S_calcarine,2576,1726,2748,1.9040000000000001,0.579,0.121,0.025,24,2.6
44,S_central,3765,2497,4481,2.045,0.62,0.105,0.021,23,3.3
45,S_cingul-Marginalis,1046,726,1581,2.396,0.43700000000000006,0.099,0.016,6,0.6
46,S_circular_insula_ant,642,435,957,2.637,0.37200000000000005,0.127,0.026000000000000002,6,0.7
47,S_circular_insula_inf,1670,1099,2596,2.912,0.542,0.08800000000000001,0.016,9,1.1
48,S_circular_insula_sup,2047,1373,3071,2.7060000000000004,0.433,0.10400000000000001,0.019,11,1.7
49,S_collat_transv_ant,1152,777,2082,2.783,0.449,0.113,0.022000000000000002,11,1.1
50,S_collat_transv_post,825,568,1118,2.283,0.336,0.13699999999999998,0.026000000000000002,8,0.9
51,S_front_inf,2304,1606,3740,2.399,0.428,0.124,0.022000000000000002,25,2.0
52,S_front_middle,1743,1238,2830,2.344,0.42700000000000005,0.135,0.028999999999999998,20,2.1
53,S_front_sup,4268,2899,6908,2.658,0.376,0.11,0.021,31,3.6
54,S_interm_prim-Jensen,203,140,331,2.6660000000000004,0.486,0.096,0.012,1,0.1
55,S_intrapariet&P_trans,3538,2365,4707,2.2430000000000003,0.364,0.11900000000000001,0.02,30,3.0
56,S_oc_middle&Lunatus,1146,757,1554,2.3369999999999997,0.406,0.13,0.028999999999999998,10,1.4
57,S_oc_sup&transversal,1267,836,1679,2.331,0.322,0.11199999999999999,0.021,8,1.1
58,S_occipital_ant,971,662,1301,2.327,0.332,0.11599999999999999,0.023,7,1.0
59,S_oc-temp_lat,727,494,1489,2.9339999999999997,0.5,0.12,0.03,7,0.8
60,S_oc-temp_med&Lingual,2510,1724,3834,2.384,0.506,0.11800000000000001,0.023,23,2.2
61,S_orbital_lateral,339,247,402,1.939,0.395,0.127,0.017,3,0.3
62,S_orbital_med-olfact,909,629,1293,2.445,0.618,0.11699999999999999,0.024,10,0.9
63,S_orbital-H_Shaped,1523,1044,2712,2.71,0.5710000000000001,0.125,0.026000000000000002,15,1.7
64,S_parieto_occipital,2424,1632,3630,2.4459999999999997,0.494,0.113,0.025,19,2.3
65,S_pericallosal,2271,1360,1929,1.624,0.6890000000000001,0.122,0.022000000000000002,37,1.7
66,S_postcentral,3662,2464,5248,2.29,0.442,0.113,0.021,33,3.1
67,S_precentral-inf-part,1811,1224,2868,2.6460000000000004,0.33,0.106,0.017,13,1.2
68,S_precentral-sup-part,1403,975,2422,2.84,0.414,0.09699999999999999,0.017,8,0.9
69,S_suborbital,818,563,1188,2.374,0.37200000000000005,0.114,0.018000000000000002,8,0.6
70,S_subparietal,1395,964,2018,2.359,0.38799999999999996,0.121,0.022000000000000002,12,1.3
71,S_temporal_inf,2092,1432,3008,2.503,0.39299999999999996,0.11199999999999999,0.018000000000000002,15,1.8
72,S_temporal_sup,7383,4986,12299,2.582,0.475,0.105,0.018000000000000002,59,5.3
73,S_temporal_transverse,564,387,688,2.209,0.48700000000000004,0.111,0.013999999999999999,4,0.3
